Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Purchase_Year,Purchase_Month,Purchase_Day,Response_Delay_Hours,Resolution_Delay_Hours,Age_Group
40,2,3,2021-09-05,2,0,1972,3,0,2023-06-01 19:50:58,2023-06-01 00:38:58,3.0,2021,9,5,15235.849444444444,-19.2,31-40
40,1,37,2020-11-16,1,0,676,3,0,2023-06-01 00:18:00,2023-06-01 11:55:00,1.0,2020,11,16,22248.3,11.616666666666667,31-40
41,2,23,2021-11-21,2,2,0,0,3,2023-06-01 01:32:02,2023-06-01 17:14:42,3.0,2021,11,21,13369.53388888889,15.71111111111111,41-50
64,0,40,2020-12-12,0,0,769,1,1,2023-05-31 23:37:04,2023-06-01 12:41:04,4.0,2020,12,12,21623.617777777778,13.066666666666666,61-70
57,0,0,2020-04-24,0,2,0,1,2,2023-06-01 07:07:05,2023-06-01 17:14:42,3.0,2020,4,24,27199.118055555555,10.126944444444444,51-60
61,1,27,2021-08-02,4,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,2,16033.355277777779,15.889722222222222,61-70
56,1,3,2021-11-11,4,2,0,3,2,2023-05-31 22:38:07,2023-06-01 17:14:42,3.0,2021,11,11,13606.635277777777,18.60972222222222,51-60
49,0,16,2021-08-08,0,0,820,1,1,2023-06-01 05:06:08,2023-06-01 10:17:08,5.0,2021,8,8,15893.102222222222,5.183333333333334,41-50
54,1,25,2021-06-27,1,2,0,2,2,2023-06-01 21:04:10,2023-06-01 17:14:42,3.0,2021,6,27,16917.069444444445,-3.8244444444444445,51-60
51,2,0,2021-02-06,4,2,0,0,0,2023-05-31 23:00:12,2023-06-01 17:14:42,3.0,2021,2,6,20279.003333333334,18.241666666666667,51-60
46,0,8,2020-02-13,3,0,114,1,0,2023-06-01 11:57:12,2023-05-31 22:51:12,1.0,2020,2,13,28907.953333333335,-13.1,41-50
27,1,18,2021-05-15,1,2,0,3,0,2023-05-31 23:49:14,2023-06-01 17:14:42,3.0,2021,5,15,17927.820555555554,17.424444444444443,21-30
37,2,41,2020-09-26,3,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,9,26,23473.355277777777,15.889722222222222,31-40
34,0,11,2021-02-16,0,0,749,2,0,2023-06-01 04:35:16,2023-06-01 03:17:16,4.0,2021,2,16,20044.58777777778,-1.3,31-40
36,2,12,2020-11-09,1,0,828,0,3,2023-06-01 21:31:17,2023-06-01 02:24:17,3.0,2020,11,9,22437.52138888889,-19.116666666666667,31-40
31,0,40,2021-04-16,0,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,16,18625.355277777777,15.889722222222222,31-40
37,2,34,2021-01-06,2,0,2181,0,0,2023-06-01 14:43:20,2023-06-01 02:30:20,1.0,2021,1,6,21038.722222222223,-12.216666666666667,31-40
18,2,41,2020-06-30,1,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,30,25585.355277777777,15.889722222222222,0-20
63,0,12,2020-12-29,0,0,1071,2,1,2023-06-01 19:16:24,2023-06-01 15:21:24,5.0,2020,12,29,21235.273333333334,-3.9166666666666665,61-70
55,2,18,2021-01-07,0,2,0,3,3,2023-06-01 16:57:26,2023-06-01 17:14:42,3.0,2021,1,7,21016.957222222223,0.2877777777777778,51-60
40,2,21,2020-11-03,4,2,0,0,0,2023-06-01 11:27:28,2023-06-01 17:14:42,3.0,2020,11,3,22571.457777777778,5.787222222222222,31-40
50,2,25,2021-03-22,4,2,0,0,2,2023-06-01 07:27:28,2023-06-01 17:14:42,3.0,2021,3,22,19231.457777777778,9.787222222222223,41-50
29,2,3,2021-07-22,1,2,0,3,1,2023-06-01 11:37:29,2023-06-01 17:14:42,3.0,2021,7,22,16307.624722222223,5.620277777777778,21-30
24,1,33,2021-10-04,3,0,721,2,3,2023-06-01 05:40:30,2023-06-01 20:35:30,1.0,2021,10,4,14525.675,14.916666666666666,21-30
57,2,5,2021-08-11,4,2,0,0,2,2023-06-01 00:24:32,2023-06-01 17:14:42,3.0,2021,8,11,15816.40888888889,16.836111111111112,51-60
67,2,26,2021-08-02,4,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,2,16033.355277777779,15.889722222222222,61-70
67,0,9,2021-01-22,2,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,22,20641.355277777777,15.889722222222222,61-70
46,1,38,2020-01-18,4,0,1943,0,2,2023-06-01 18:03:35,2023-06-01 06:23:35,2.0,2020,1,18,29538.05972222222,-11.666666666666666,41-50
55,2,32,2020-09-10,4,2,0,1,3,2023-06-01 19:21:36,2023-06-01 17:14:42,3.0,2020,9,10,23875.36,-2.115,51-60
42,2,29,2021-08-01,0,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,1,16057.355277777779,15.889722222222222,41-50
40,1,39,2020-01-30,2,0,745,3,1,2023-05-31 23:17:40,2023-06-01 03:09:40,5.0,2020,1,30,29231.294444444444,3.8666666666666667,31-40
57,2,39,2020-10-15,3,2,0,1,2,2023-06-01 07:15:41,2023-06-01 17:14:42,3.0,2020,10,15,23023.261388888888,9.983611111111111,51-60
62,1,41,2021-11-14,2,2,0,2,1,2023-06-01 00:14:43,2023-06-01 17:14:42,3.0,2021,11,14,13536.245277777778,16.99972222222222,61-70
44,1,6,2021-05-27,4,2,0,2,1,2023-06-01 15:57:45,2023-06-01 17:14:42,3.0,2021,5,27,17655.9625,1.2825,41-50
32,0,33,2021-05-24,3,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,24,17713.355277777777,15.889722222222222,31-40
65,2,27,2021-12-06,2,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,6,13009.355277777779,15.889722222222222,61-70
60,1,5,2021-10-02,2,0,2068,1,0,2023-06-01 00:08:49,2023-06-01 18:39:49,5.0,2021,10,2,14568.146944444445,18.516666666666666,51-60
18,0,34,2020-10-25,1,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,25,22777.355277777777,15.889722222222222,0-20
22,2,40,2020-01-18,2,2,0,1,1,2023-06-01 01:55:51,2023-06-01 17:14:42,3.0,2020,1,18,29521.930833333332,15.314166666666667,21-30
38,1,35,2020-09-09,0,0,917,1,0,2023-06-01 07:05:53,2023-06-01 14:45:53,5.0,2020,9,9,23887.098055555554,7.666666666666667,31-40
23,2,36,2020-05-15,4,2,0,2,0,2023-06-01 15:32:53,2023-06-01 17:14:42,3.0,2020,5,15,26703.548055555555,1.6969444444444444,21-30
39,0,11,2020-05-31,1,2,0,1,1,2023-06-01 21:36:55,2023-06-01 17:14:42,3.0,2020,5,31,26325.61527777778,-4.370277777777778,31-40
18,2,41,2021-08-01,0,2,0,0,2,2023-06-01 21:00:57,2023-06-01 17:14:42,3.0,2021,8,1,16077.015833333333,-3.7708333333333335,0-20
40,0,4,2021-01-26,3,0,1330,0,1,2023-06-01 03:07:58,2023-06-01 15:23:58,3.0,2021,1,26,20547.132777777777,12.266666666666667,31-40
49,1,11,2020-02-24,3,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,24,28633.355277777777,15.889722222222222,41-50
58,1,12,2021-06-27,3,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,27,16897.355277777777,15.889722222222222,51-60
56,2,11,2021-07-17,2,2,0,0,0,2023-06-01 02:08:01,2023-06-01 17:14:42,3.0,2021,7,17,16418.133611111112,15.11138888888889,51-60
42,0,30,2021-05-20,1,0,2354,2,1,2023-06-01 11:38:01,2023-06-01 20:46:01,2.0,2021,5,20,17819.633611111112,9.133333333333333,41-50
50,2,21,2021-06-09,4,2,0,1,1,2023-06-01 15:49:01,2023-06-01 17:14:42,3.0,2021,6,9,17343.816944444443,1.4280555555555556,41-50
33,1,11,2020-01-08,4,0,799,0,0,2023-06-01 02:55:03,2023-06-01 08:15:03,4.0,2020,1,8,29762.9175,5.333333333333333,31-40
59,0,7,2020-03-10,2,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,10,28273.355277777777,15.889722222222222,51-60
60,0,1,2021-07-28,1,0,1165,1,1,2023-06-01 03:14:05,2023-06-01 12:43:05,2.0,2021,7,28,16155.234722222222,9.483333333333333,51-60
68,1,31,2021-11-29,3,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,29,13177.355277777779,15.889722222222222,61-70
68,0,35,2020-03-24,2,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,24,27937.355277777777,15.889722222222222,61-70
27,2,25,2021-11-12,1,0,2279,1,1,2023-06-01 03:24:09,2023-05-31 22:24:09,1.0,2021,11,12,13587.4025,-5.0,21-30
28,0,37,2020-09-20,1,0,1261,1,1,2023-06-01 10:27:10,2023-06-01 06:04:10,1.0,2020,9,20,23626.452777777777,-4.383333333333334,21-30
29,1,41,2021-01-16,4,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,16,20785.355277777777,15.889722222222222,21-30
20,0,41,2021-11-27,1,0,369,1,1,2023-06-01 19:02:13,2023-06-01 18:17:13,5.0,2021,11,27,13243.036944444444,-0.75,0-20
18,1,17,2020-02-16,0,0,957,3,2,2023-06-01 00:40:14,2023-06-01 04:42:14,5.0,2020,2,16,28824.670555555556,4.033333333333333,0-20
39,0,19,2020-08-17,3,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,17,24433.355277777777,15.889722222222222,31-40
41,0,12,2021-07-31,0,0,34,2,2,2023-06-01 04:22:17,2023-06-01 14:49:17,2.0,2021,7,31,16084.371388888889,10.45,41-50
56,1,2,2021-03-11,0,2,0,3,0,2023-06-01 18:02:19,2023-06-01 17:14:42,3.0,2021,3,11,19506.03861111111,-0.7936111111111112,51-60
37,2,7,2021-03-03,2,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,3,19681.355277777777,15.889722222222222,31-40
29,2,10,2020-10-03,3,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,3,23305.355277777777,15.889722222222222,21-30
36,2,35,2021-12-27,2,2,0,2,1,2023-06-01 13:08:24,2023-06-01 17:14:42,3.0,2021,12,27,12517.14,4.105,31-40
63,1,11,2021-03-23,4,2,0,1,2,2023-06-01 02:14:26,2023-06-01 17:14:42,3.0,2021,3,23,19202.240555555556,15.004444444444445,61-70
45,1,32,2020-06-27,3,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,27,25657.355277777777,15.889722222222222,41-50
68,0,23,2020-06-22,0,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,22,25777.355277777777,15.889722222222222,61-70
57,1,40,2020-09-28,3,2,0,2,1,2023-06-01 03:09:31,2023-06-01 17:14:42,3.0,2020,9,28,23427.15861111111,14.086388888888889,51-60
49,1,0,2021-04-15,1,0,2466,3,1,2023-05-31 22:12:33,2023-06-01 00:29:33,3.0,2021,4,15,18646.209166666667,2.283333333333333,41-50
55,2,1,2021-05-05,1,2,0,2,1,2023-06-01 07:38:35,2023-06-01 17:14:42,3.0,2021,5,5,18175.643055555556,9.601944444444445,51-60
43,1,4,2020-02-13,0,0,1155,3,1,2023-06-01 21:31:36,2023-06-01 15:03:36,2.0,2020,2,13,28917.52666666667,-6.466666666666667,41-50
49,1,21,2021-11-24,2,2,0,0,3,2023-06-01 20:57:38,2023-06-01 17:14:42,3.0,2021,11,24,13316.960555555555,-3.7155555555555555,41-50
65,0,33,2021-05-01,1,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,1,18265.355277777777,15.889722222222222,61-70
50,1,30,2021-06-17,3,0,93,0,2,2023-06-01 17:14:41,2023-05-31 22:53:41,5.0,2021,6,17,17153.24472222222,-18.35,41-50
66,1,33,2020-05-01,1,0,1797,0,1,2023-06-01 07:40:42,2023-06-01 01:07:42,2.0,2020,5,1,27031.678333333333,-6.55,61-70
35,0,35,2021-10-30,2,2,0,2,0,2023-06-01 02:05:43,2023-06-01 17:14:42,3.0,2021,10,30,13898.095277777778,15.149722222222222,31-40
46,2,7,2020-10-01,1,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,1,23353.355277777777,15.889722222222222,41-50
21,2,1,2021-12-20,4,0,2313,2,0,2023-06-01 09:56:46,2023-06-01 09:08:46,4.0,2021,12,20,12681.94611111111,-0.8,21-30
58,1,0,2021-02-12,2,0,1011,0,0,2023-05-31 23:52:47,2023-06-01 06:58:47,2.0,2021,2,12,20135.879722222224,7.1,51-60
31,2,20,2021-03-12,1,2,0,2,2,2023-06-01 19:46:49,2023-06-01 17:14:42,3.0,2021,3,12,19483.780277777776,-2.535277777777778,31-40
47,1,22,2021-05-09,1,0,1282,0,1,2023-06-01 09:35:50,2023-06-01 05:30:50,1.0,2021,5,9,18081.597222222223,-4.083333333333333,41-50
31,2,38,2020-04-13,4,0,2596,1,0,2023-06-01 21:18:52,2023-06-01 05:10:52,2.0,2020,4,13,27477.314444444444,-16.133333333333333,31-40
38,0,34,2021-04-26,0,2,0,1,0,2023-06-01 14:31:54,2023-06-01 17:14:42,3.0,2021,4,26,18398.531666666666,2.7133333333333334,31-40
38,0,8,2021-05-05,1,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,5,18169.355277777777,15.889722222222222,31-40
25,0,9,2021-04-02,3,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,2,18961.355277777777,15.889722222222222,21-30
46,1,32,2020-10-12,1,2,0,3,1,2023-06-01 15:24:59,2023-06-01 17:14:42,3.0,2020,10,12,23103.41638888889,1.8286111111111112,41-50
39,1,23,2021-07-11,1,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,11,16561.355277777777,15.889722222222222,31-40
22,0,3,2020-10-06,0,0,1636,2,3,2023-06-01 13:45:03,2023-05-31 23:28:03,3.0,2020,10,6,23245.75083333333,-14.283333333333333,21-30
40,2,22,2021-10-24,3,0,802,1,0,2023-06-01 08:45:05,2023-06-01 13:55:05,1.0,2021,10,24,14048.75138888889,5.166666666666667,31-40
64,0,32,2021-03-18,4,0,992,0,1,2023-06-01 16:34:07,2023-06-01 20:02:07,3.0,2021,3,18,19336.56861111111,3.466666666666667,61-70
29,0,18,2020-10-14,3,0,87,0,1,2023-06-01 15:33:09,2023-06-01 06:51:09,4.0,2020,10,14,23055.5525,-8.7,21-30
45,2,40,2021-12-24,3,2,0,3,2,2023-06-01 12:33:10,2023-06-01 17:14:42,3.0,2021,12,24,12588.552777777777,4.692222222222222,41-50
46,2,16,2021-10-19,2,2,0,2,3,2023-06-01 15:58:11,2023-06-01 17:14:42,3.0,2021,10,19,14175.969722222222,1.2752777777777777,41-50
58,1,15,2020-03-12,4,2,0,3,3,2023-06-01 02:50:13,2023-06-01 17:14:42,3.0,2020,3,12,28226.836944444443,14.408055555555556,51-60
55,0,34,2021-06-09,4,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,9,17329.355277777777,15.889722222222222,51-60
52,1,19,2020-01-29,1,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,29,29257.355277777777,15.889722222222222,51-60
20,1,4,2020-12-11,2,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,11,21649.355277777777,15.889722222222222,0-20
69,1,30,2020-01-29,4,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,29,29257.355277777777,15.889722222222222,61-70
35,1,11,2021-11-30,2,2,0,2,3,2023-06-01 02:19:21,2023-06-01 17:14:42,3.0,2021,11,30,13154.3225,14.9225,31-40
55,2,39,2021-02-03,0,2,0,1,1,2023-06-01 19:33:22,2023-06-01 17:14:42,3.0,2021,2,3,20371.556111111113,-2.311111111111111,51-60
19,0,23,2020-07-19,3,2,0,1,1,2023-06-01 10:20:23,2023-06-01 17:14:42,3.0,2020,7,19,25138.339722222223,6.905277777777778,0-20
29,0,19,2020-01-06,3,0,1084,1,2,2023-06-01 03:19:25,2023-06-01 15:58:25,3.0,2020,1,6,29811.32361111111,12.65,21-30
30,1,7,2021-10-23,3,0,1913,0,2,2023-06-01 21:38:27,2023-06-01 10:37:27,1.0,2021,10,23,14085.640833333333,-11.016666666666667,21-30
34,1,25,2020-11-11,1,0,292,3,2,2023-06-01 19:15:27,2023-06-01 09:02:27,3.0,2020,11,11,22387.2575,-10.216666666666667,31-40
24,1,19,2021-05-21,0,0,1942,2,3,2023-06-01 19:39:29,2023-06-01 21:26:29,5.0,2021,5,21,17803.658055555556,1.7833333333333334,21-30
33,1,6,2020-07-25,2,2,0,2,1,2023-06-01 07:21:30,2023-06-01 17:14:42,3.0,2020,7,25,24991.358333333334,9.886666666666667,31-40
32,0,40,2020-04-03,3,0,2239,3,1,2023-06-01 04:35:32,2023-06-01 07:29:32,3.0,2020,4,3,27700.59222222222,2.9,31-40
41,1,14,2020-01-31,4,0,610,3,0,2023-06-01 12:41:33,2023-06-01 06:19:33,3.0,2020,1,31,29220.6925,-6.366666666666666,41-50
51,2,23,2021-09-03,0,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,3,15265.355277777779,15.889722222222222,51-60
30,1,39,2020-08-04,2,0,2759,3,2,2023-06-01 14:14:36,2023-06-01 11:08:36,1.0,2020,8,4,24758.243333333332,-3.1,21-30
44,0,25,2021-12-24,0,0,233,2,3,2023-06-01 15:42:38,2023-06-01 18:36:38,4.0,2021,12,24,12591.710555555555,2.9,41-50
